OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length
1688,Orange,,,Officer Kevin Valencia Memorial Highway,,,,,,Officer Kevin Valencia Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1689,Seminole,,,Deputy Sheriff Eugene ‘Stetson’ Gregory Memorial Highway,,,,,,Deputy Sheriff Eugene ‘Stetson’ Gregory Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1690,Brevard,,,Deputy Sheriff Eugene ‘Stetson’ Gregory Memorial Highway,,,,,,Deputy Sheriff Eugene ‘Stetson’ Gregory Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1691,St. Lucie,,,Kyle Lee Patterson Memorial Way,,,,,,Kyle Lee Patterson Memorial Way,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1692,Brevard,,,Deputy Sheriff Barbara Ann Pill Memorial Highway,,,,,,Deputy Sheriff Barbara Ann Pill Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1693,Miami-Dade,,,Mama Elsa Street,,,,,,Mama Elsa Street,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1694,Baker,,,Deputy Sheriff Morris Fish Memorial Intersection,,,,,,Deputy Sheriff Morris Fish Memorial Intersection,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1695,Brevard,,,Christa McAuliffe Bridge,,,,,,Christa McAuliffe Bridge,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1696,Broward,,,Archbishop Edward A. McCarthy High School Way,,,,,,Archbishop Edward A. McCarthy High School Way,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1697,Franklin,,,SSgt. Carl Philippe Enis Memorial Highway,,,,,,SSgt. Carl Philippe Enis Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1698,Escambia,,,"Lewis Bear, Jr., Memorial Highway",,,,,,"Lewis Bear, Jr., Memorial Highway",,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1699,Palm Beach,,,Lois D. Martin Way,,,,,,Lois D. Martin Way,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1700,Marion,,,Armand and Perry Lovell Memorial Highway,,,,,,Armand and Perry Lovell Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1701,Miami-Dade,,,98 Points of Light Way,,,,,,98 Points of Light Way,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1702,Pinellas,,,Deputy Michael J. Magli Memorial Road,,,,,,Deputy Michael J. Magli Memorial Road,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1703,Hillsborough,,,Sergeant Brian LaVigne Road,,,,,,Sergeant Brian LaVigne Road,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1704,Hillsborough,,,Officer Jesse Madsen Memorial Highway,,,,,,Officer Jesse Madsen Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
