name,original_designation,county,wikipedia_url,status,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
KMI Kentucky Military Institute,KMI Kentucky Military Institute Bridge,Sarasota,https://en.wikipedia.org/wiki/Kentucky_Military_Institute,Found,"The Kentucky Military Institute (KMI) was a private military school founded in 1845 by Colonel Robert Thomas P. Allen in Lyndon, Kentucky. It operated as a prestigious preparatory academy with a strong focus on military training, discipline, and academics, producing notable alumni including military leaders and politicians. The institute faced financial struggles and declining enrollment, leading to its closure in 1971 after 126 years of operation. KMI remains historically significant for its role in shaping military education in the United States during the 19th and 20th centuries.",,,1971,"Lyndon, Kentucky, United States","Lyndon, Kentucky, United States",not found,yes,yes,yes,no
"Joe Anderson, Jr","Joe Anderson, Jr. Memorial Highway",Multiple Counties,Not Found,Not Found,,,,,,,,,,,
David W. Moss,David W. Moss Memorial Highway,Levy,https://en.wikipedia.org/wiki/W._Stanley_Moss,Found,"W. Stanley Moss (1921–1965) was a British soldier, author, and traveler best known for his daring exploits during World War II. As a member of the Special Operations Executive (SOE), he played a key role in the 1944 abduction of German General Heinrich Kreipe in Crete, a mission immortalized in his memoir Ill Met by Moonlight. Moss also participated in sabotage operations in Greece and later traveled extensively in Southeast Asia, documenting his adventures. His military service and writings cemented his legacy as a figure of wartime audacity and post-war exploration.","['Charterhouse School', 'University of Paris (Sorbonne)']",1921-01-15,1965-08-16,"Yokohama, Japan","London, England, United Kingdom",male,yes,no,yes,no
Joe C. Peavy,Joe C. Peavy Highway,Madison,Not Found,Not Found,,,,,,,,,,,
Private First Class Joey Moody,Private First Class Joey Moody Bridge,Taylor,Not Found,Not Found,,,,,,,,,,,
Francis Gibbs,Francis Gibbs Memorial Highway,Nassau,https://en.wikipedia.org/wiki/William_Francis_Gibbs,Found,"William Francis Gibbs (1886–1967) was an American naval architect and marine engineer renowned for designing some of the 20th century's most iconic ocean liners, including the SS United States. A pioneer in shipbuilding, he co-founded the firm Gibbs & Cox, which became a leading naval architecture company during World War II, contributing to over 70% of U.S. naval ships. His innovations in ship speed, safety, and efficiency revolutionized maritime engineering and earned him the nickname 'Mr. Ocean Liner.' Gibbs' work left a lasting legacy in both commercial and military ship design, shaping modern naval architecture.","['Harvard University, BA (1906)', 'Columbia Law School (attended, did not graduate)', 'Self-taught in naval architecture and engineering']",1886-08-24,1967-09-06,"Philadelphia, Pennsylvania, USA","New York City, New York, USA",male,no,no,yes,no
Emmitt G. Coakley,Emmitt G. Coakley Memorial Highway,Nassau,Not Found,Not Found,,,,,,,,,,,
Julia Munroe Woodward,Julia Munroe Woodward Highway,Gadsden,Not Found,Not Found,,,,,,,,,,,
"Trooper James Herbert Fulford, Jr","Trooper James Herbert Fulford, Jr., Memorial Highway",Jefferson,Not Found,Not Found,,,,,,,,,,,
Danny A. Pino,Danny A. Pino Way,Leon,https://en.wikipedia.org/wiki/Danny_Pino,Found,"Danny Pino is an American actor born on April 15, 1974, in Miami, Florida. He is best known for his roles as Detective Scotty Valens in Cold Case (2003–2010) and Detective Nick Amaro in Law & Order: Special Victims Unit (2011–2015). Pino graduated from Florida International University with a Bachelor of Arts in theater before earning an MFA from New York University’s Tisch School of the Arts. His career spans television, film, and theater, establishing him as a prominent figure in crime dramas and procedural series.","['Florida International University, Bachelor of Arts in Theater', 'New York University, Tisch School of the Arts, Master of Fine Arts']",1974-04-15,,"Miami, Florida, United States",not found,male,no,no,no,no
Mayor Randall Wise,Mayor Randall Wise Memorial Highway,Okaloosa,Not Found,Not Found,,,,,,,,,,,
C. Wayne Ansley,C. Wayne Ansley Highway,Okaloosa,Not Found,Not Found,,,,,,,,,,,
Wendell Hall,Sheriff Wendell Hall Highway ,Santa Rosa,https://en.wikipedia.org/wiki/Wendell_Hall,Found,"Wendell Hall (1896–1969) was an American country musician and songwriter known as 'The Red Headed Music Maker.' Born in St. George, Kansas, he gained fame in the 1920s and 1930s for his yodeling and guitar-playing skills, becoming one of the first stars of commercial country music. Hall recorded prolifically for labels like Victor and Columbia, contributing to the genre's early popularity through radio performances and recordings. His innovative style and humorous songs left a lasting impact on the development of country and folk music in the United States.",,1896-08-23,1969-04-02,"St. George, Kansas, United States","Mobile, Alabama, United States",male,no,no,no,yes
Kimberly Ann Hurd,Kimberly Ann Hurd Memorial Highway,Broward,Not Found,Not Found,,,,,,,,,,,
First Class Deputy Norman Lewis,First Class Deputy Norman Lewis Memorial Highway,Orange,Not Found,Not Found,,,,,,,,,,,
Debra Clayton,Lieutenant Debra Clayton Memorial Highway,Orange,https://en.wikipedia.org/wiki/Debra_Wilson,Found,"Debra Wilson is an American actress, comedian, and voice artist born on April 26, 1962. She is best known for her work as a cast member on the sketch comedy series Mad TV from 1995 to 2003, where she showcased her versatility in impersonations and original characters. Beyond television, Wilson has contributed to theater, film, and video games, including voice roles in popular franchises like Star Wars and World of Warcraft. Her career spans over three decades, establishing her as a prominent figure in comedy and entertainment.",,1962-04-26,,not found,not found,female,no,no,no,no
Bessie Coleman,Bessie Coleman Street,Orange,https://en.wikipedia.org/wiki/Bessie_Coleman,Found,"Bessie Coleman was born on January 26, 1892, and died tragically on April 30, 1926, in a plane crash at age 34. She became the first African American woman and the first Native American woman to earn a pilot’s license in 1921, overcoming racial and gender barriers in aviation. Known as 'Queen Bess,' she performed daring aerial stunts in airshows across the U.S., inspiring generations of aviators and breaking stereotypes. Coleman’s pioneering legacy endures as a symbol of courage, determination, and progress in both aviation and civil rights history.","['Langston University (attended briefly, 1910)', ""École d'Aviation des Frères Caudron (France, 1920–1921), International Pilot’s License (FAI #18310)""]",1892-01-26,1926-04-30,"Atlanta, Texas, United States","Jacksonville, Florida, United States",female,no,no,no,no
Fred Karl,Fred Karl Memorial Highway,Volusia,https://en.wikipedia.org/wiki/Fred_Karl,Found,"Fred Karl was an American baseball player and manager known for his long career in minor league baseball. Born in 1931, he played professionally as a catcher and later became a manager, earning recognition for his leadership in the sport. Karl spent over five decades in baseball, contributing significantly to teams like the Kansas City Athletics and various minor league organizations. His dedication to the game earned him multiple awards and honors, solidifying his legacy in baseball history.",,1931,,not found,not found,male,yes,no,no,no
Carmelau Monestime,Carmelau Monestime Street,Miami‐Dade,https://en.wikipedia.org/wiki/Carmelau_Monestime,Found,"Carmelau Monestime was a notable figure whose biographical details are sparsely documented in the provided content. No specific birth or death dates, profession, or notable achievements are mentioned in the available information. The lack of detailed records makes it difficult to ascertain his historical significance or contributions. Further research would be required to provide a comprehensive summary of his life and work.",,,,not found,not found,not found,no,no,no,no
Clifford Garfield O’Connor,Dr. Clifford Garfield O’Connor Street,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Jessie Trice,Jessie Trice Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Luis Fernando Brande,Luis Fernando Brande Street,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Ralph Sanchez,Ralph Sanchez Way,Miami‐Dade,https://en.wikipedia.org/wiki/Ralph_Sanchez,Found,"Ralph Sanchez was a prominent American race car driver and entrepreneur born in 1900. He gained recognition primarily for his contributions to early 20th-century auto racing, competing in various high-profile events. Later in his career, Sanchez shifted focus to business, notably founding the Old Spanish Village in Tampa, Florida, a cultural and commercial landmark. He passed away in 1978, leaving behind a legacy in both motorsports and local heritage preservation.",,1900,1978,not found,"Tampa, Florida, United States",male,yes,no,no,no
Senator Paul B. Steinberg,Senator Paul B. Steinberg Bridge,Miami‐Dade,https://en.wikipedia.org/wiki/Paul_B._Steinberg,Found,"Paul B. Steinberg was an American attorney and politician known for his contributions to public service. Born in the early 20th century, he served in the military before pursuing a career in law and politics. Steinberg held various political offices, leveraging his legal expertise to influence policy and governance. His legacy includes a blend of military service, legal practice, and political engagement, though specific birth/death dates and locations remain undocumented in the provided content.",,,,not found,not found,male,no,yes,yes,no
Isaiah S. Williams,"Bishop Isaiah S. Williams, Jr., Street",Miami‐Dade,https://en.wikipedia.org/wiki/Isaiah_Williams_%28wide_receiver%2C_born_2001%29,Found,"Isaiah Williams is an American football wide receiver born in 2001. He gained recognition for his collegiate career, initially playing for the University of Illinois before transferring to the University of Washington. Known for his speed and agility, Williams contributed as a dynamic offensive player in the NCAA. His athletic achievements highlight his potential as a rising talent in American football.","['University of Illinois', 'University of Washington']",2001,,not found,not found,male,yes,no,no,no
Ronald A. Silver,Ronald A. Silver Drive,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Georgia Ayers,Georgia Ayers Way,Miami‐Dade,https://en.wikipedia.org/wiki/Nick_Ayers,Found,"Nick Ayers is an American political strategist born in 1982, known for his influential roles in Republican politics. He began his career in Georgia as a college activist before managing high-profile campaigns, including Sonny Perdue’s 2004 re-election bid for governor. Ayers later served as Chief of Staff to Vice President Mike Pence and played key advisory roles in national Republican campaigns. His work has significantly shaped conservative political strategy in the 21st century.","['University of Georgia, Bachelor of Arts in Political Science']",1982,,not found,not found,male,no,yes,no,no
