name,original_designation,county,wikipedia_url,status,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
Officer James Ronco,Officer James Ronco Memorial Highway,Hillsborough,Not Found,Not Found,,,,,,,,,,,
Coach Jeff Sommer,Coach Jeff Sommer Memorial Highway,Lee,Not Found,Not Found,,,,,,,,,,,
Corporal Joseph R. Bertrand,Corporal Joseph R. Bertrand Memorial Highway,Lee,Not Found,Not Found,,,,,,,,,,,
KMI Kentucky Military Institute,KMI Kentucky Military Institute Bridge,Sarasota,https://en.wikipedia.org/wiki/Kentucky_Military_Institute,Found,Summary extraction failed.,,,,not found,not found,not found,no,no,no,no
"Joe Anderson, Jr","Joe Anderson, Jr. Memorial Highway",Multiple Counties,Not Found,Not Found,,,,,,,,,,,
David W. Moss,David W. Moss Memorial Highway,Levy,https://en.wikipedia.org/wiki/W._Stanley_Moss,Found,"W. Stanley Moss (1921–1965) was a British soldier and author best known for his daring exploits during World War II as a member of the Special Operations Executive (SOE). He played a key role in the 1944 abduction of German General Heinrich Kreipe in Crete, an operation that became legendary in military history. Moss also participated in sabotage missions and intelligence operations across Greece and Thailand, earning multiple wartime honors. His post-war memoir, Ill Met by Moonlight, immortalized his wartime experiences and cemented his legacy as a courageous operative.","['Charterhouse School', 'Trinity College, Oxford (unconfirmed completion due to wartime service)']",1921-06-15,1965-08-15,"Tokyo, Japan","London, England, United Kingdom",male,yes,no,yes,no
Joe C. Peavy,Joe C. Peavy Highway,Madison,Not Found,Not Found,,,,,,,,,,,
Private First Class Joey Moody,Private First Class Joey Moody Bridge,Taylor,Not Found,Not Found,,,,,,,,,,,
Francis Gibbs,Francis Gibbs Memorial Highway,Nassau,https://en.wikipedia.org/wiki/William_Francis_Gibbs,Found,"William Francis Gibbs (1886–1967) was an American naval architect and marine engineer renowned for designing over 6,000 ships, including the iconic ocean liner SS United States. He co-founded the firm Gibbs & Cox in 1929, which became a leading ship design company during World War II, producing Liberty ships and other vessels critical to the Allied war effort. Gibbs revolutionized shipbuilding with innovations in speed, safety, and efficiency, earning him the title 'America’s Greatest Naval Architect.' His work left a lasting impact on maritime engineering and global transportation infrastructure.","['Harvard University, Bachelor of Arts (1906)', 'Columbia Law School (briefly attended)', 'Self-taught in naval architecture and marine engineering']",1886-08-24,1967-09-06,"Philadelphia, Pennsylvania, United States","New York City, New York, United States",male,no,no,yes,no
Emmitt G. Coakley,Emmitt G. Coakley Memorial Highway,Nassau,Not Found,Not Found,,,,,,,,,,,
Julia Munroe Woodward,Julia Munroe Woodward Highway,Gadsden,Not Found,Not Found,,,,,,,,,,,
"Trooper James Herbert Fulford, Jr","Trooper James Herbert Fulford, Jr., Memorial Highway",Jefferson,Not Found,Not Found,,,,,,,,,,,
Danny A. Pino,Danny A. Pino Way,Leon,https://en.wikipedia.org/wiki/Danny_Pino,Found,Summary extraction failed.,,,,not found,not found,not found,no,no,no,no
Mayor Randall Wise,Mayor Randall Wise Memorial Highway,Okaloosa,Not Found,Not Found,,,,,,,,,,,
C. Wayne Ansley,C. Wayne Ansley Highway,Okaloosa,Not Found,Not Found,,,,,,,,,,,
Wendell Hall,Sheriff Wendell Hall Highway ,Santa Rosa,https://en.wikipedia.org/wiki/Wendell_Hall,Found,"Wendell Hall (1896–1969) was an American country musician and songwriter best known for his yodeling and novelty songs during the 1920s and 1930s. Nicknamed 'The Red Headed Music Maker,' he became one of the first stars of country music, recording hits like 'It Ain't Gonna Rain No Mo'' and performing on early radio programs. Hall's career spanned vaudeville, recordings, and radio, contributing to the popularization of country and folk music in the early 20th century. He passed away in 1969, leaving a legacy as a pioneer in the genre and an influential figure in early American popular music.",,1896-08-23,1969-04-06,"St. George, Kansas, United States","Mobile, Alabama, United States",male,no,no,no,yes
Kimberly Ann Hurd,Kimberly Ann Hurd Memorial Highway,Broward,Not Found,Not Found,,,,,,,,,,,
First Class Deputy Norman Lewis,First Class Deputy Norman Lewis Memorial Highway,Orange,Not Found,Not Found,,,,,,,,,,,
Debra Clayton,Lieutenant Debra Clayton Memorial Highway,Orange,https://en.wikipedia.org/wiki/Debra_Wilson,Found,Summary extraction failed.,,,,not found,not found,not found,no,no,no,no
Bessie Coleman,Bessie Coleman Street,Orange,https://en.wikipedia.org/wiki/Bessie_Coleman,Found,"Bessie Coleman was born on January 26, 1892, in Atlanta, Texas, USA, and became the first African American woman and first Native American to hold a pilot license. Overcoming racial and gender discrimination, she earned her international pilot’s license in France in 1921 after being denied training in the U.S. Known as 'Queen Bess,' she performed daring aerial stunts in airshows across America, inspiring future generations of aviators and breaking barriers for women and minorities in aviation. Coleman died tragically on April 30, 1926, in Jacksonville, Florida, during a test flight accident at the age of 34.","['Langston University (attended briefly, no degree)', 'Burnham School of Beauty Culture (Chicago, beauty training)', 'Fédération Aéronautique Internationale (FAI) Aviation School, France (pilot’s license, 1921)']",1892-01-26,1926-04-30,"Atlanta, Texas, USA","Jacksonville, Florida, USA",female,no,no,no,no
Fred Karl,Fred Karl Memorial Highway,Volusia,https://en.wikipedia.org/wiki/Fred_Karl,Found,"Frederick B. Karl was a notable American military officer who served in the United States Army. Born in 1927, he had a distinguished career that included leadership roles and contributions to military strategy. Karl earned recognition for his service, including awards and honors, before retiring after decades of dedication. He passed away in 2020, leaving behind a legacy of commitment to his country and profession.",,1927-01-01,2020-01-01,not found,not found,male,no,no,yes,no
Carmelau Monestime,Carmelau Monestime Street,Miami‐Dade,https://en.wikipedia.org/wiki/Carmelau_Monestime,Found,"Carmelau Monestime was a notable figure whose biographical details are not fully documented in the provided content. No specific birth or death dates, profession, or notable achievements are mentioned in the available information. The lack of detailed records makes it difficult to assess his historical significance or contributions. Further research would be required to provide a comprehensive summary of his life and work.",,,,not found,not found,not found,no,no,no,no
Clifford Garfield O’Connor,Dr. Clifford Garfield O’Connor Street,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Jessie Trice,Jessie Trice Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Luis Fernando Brande,Luis Fernando Brande Street,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Ralph Sanchez,Ralph Sanchez Way,Miami‐Dade,https://en.wikipedia.org/wiki/Ralph_Sanchez,Found,"Ralph Sanchez was a prominent American race car driver and entrepreneur born in 1900. He gained recognition for his achievements in early 20th-century auto racing, competing in notable events during the 1920s and 1930s. Later in life, he founded the Old Spanish Village in Tampa, Florida, a cultural and commercial landmark that showcased Spanish-inspired architecture and businesses. Sanchez passed away in 1978, leaving behind a legacy in both motorsports and local heritage preservation.",,1900-01-01,1978-01-01,not found,"Tampa, Florida, United States",male,yes,no,no,no
Senator Paul B. Steinberg,Senator Paul B. Steinberg Bridge,Miami‐Dade,https://en.wikipedia.org/wiki/Paul_B._Steinberg,Found,"Paul B. Steinberg was an American attorney and politician known for his service in the California State Assembly. Born in 1924, he served in the U.S. Army during World War II before pursuing a legal and political career. Steinberg was elected to the California State Assembly in 1958, representing the 57th district, and became a prominent figure in state politics. His contributions included advocacy for civil rights and education reform during his tenure in office.","[""University of California, Los Angeles (UCLA), Bachelor's degree"", 'Southwestern Law School, Juris Doctor (J.D.)']",1924-01-01,1989-01-01,"Los Angeles, California, United States","Los Angeles, California, United States",male,no,yes,yes,no
Isaiah S. Williams,"Bishop Isaiah S. Williams, Jr., Street",Miami‐Dade,https://en.wikipedia.org/wiki/Isaiah_Williams_%28wide_receiver%2C_born_2001%29,Found,"Isaiah Williams is an American football wide receiver born in 2001. He played college football at the University of Illinois, where he showcased his skills as a dynamic playmaker. After going undrafted in the 2023 NFL Draft, he signed with the Detroit Lions and later joined the Cincinnati Bengals practice squad. Known for his speed and versatility, Williams continues to pursue a professional career in the NFL.","['University of Illinois Urbana-Champaign', 'Trinity High School (Louisville, Kentucky)']",2001-01-01,,"Louisville, Kentucky, United States",not found,male,yes,no,no,no
Ronald A. Silver,Ronald A. Silver Drive,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Georgia Ayers,Georgia Ayers Way,Miami‐Dade,https://en.wikipedia.org/wiki/Nick_Ayers,Found,"Nicholas Ryan Ayers (born 1982) is an American political strategist known for his influential roles in Republican Party campaigns. He served as Chief of Staff to Vice President Mike Pence and played key roles in the Republican Governors Association and the Republican National Committee. Ayers began his career in Georgia politics, working on campaigns for Sonny Perdue and later becoming a prominent advisor in national GOP circles. His strategic work has shaped multiple high-profile elections, though he has largely avoided public office himself.","['Kennesaw State University, Bachelor of Arts in Political Science']",1982-01-01,,"Cumming, Georgia, United States",not found,male,no,yes,no,no
Phares Duverne,Phares Duverne Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Carl Mertes,Sergeant Carl Mertes Street,Miami‐Dade,https://en.wikipedia.org/wiki/Carl_Damm,Found,"Carl Damm was a German politician born in 1927. He was primarily associated with political activities in post-war Germany, though specific details about his career are limited. Damm's contributions likely centered around regional or local governance during the mid-to-late 20th century. His exact death date and broader historical impact remain undocumented in available sources.",,1927-01-01,,not found,not found,male,no,yes,no,no
