OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length,BILL_DESCRIPTION,BILL_YEAR,wikipedia_url_sam,Does_Sam_Think_is_real,dob_sam,status,match_confidence,validated,validation_notes,summary,education,dod_sam,place_of_birth,place_of_death,gender_sam,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,Matched Name,dept_url,url,name,age,tour,badge,cause,weapon,incident_description,bio_section_raw,incident_details_raw,Clean_Name,Primary Occupation,Race,Sex,Birth Date,Death Date,Wikipedia Link,Noah_Thinks_is_Real
38,Polk,16.0,Trooper John C. Hagerty Memorial Highway,"That portion of I-4 (16320000) between mile markers 36 and 44 in Polk County is designated as ""Trooper John C. Hagerty Memorial Highway.""",I-4,HB0385,2019/07/01 05:00:00+00,2019.0,1.0,, ,, ,, ,38.0,12898.130849,0.0,f0ece47a-6377-44d6-8adf-58c5c39a6ff7,14630.4472972137,,,Not Found,no,,Not Found,2.0,False,seq=3.5; last-mismatch:-4; le:+15; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,Trooper John C. Hagerty,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/5899-trooper-john-c-hagerty,Trooper John C. Hagerty,44.0,13 years,Not available,Aircraft accident,,"JOHN C. HAGERTY Trooper John Hagerty was killed when the traffic plane he was piloting was struck by a low-flying U.S. Navy plane over Lakeland. He was monitoring traffic on I-4, flying at an altitude of approximately 1,000 feet, when two Navy A7B Corsair bombers entered the airspace near him. One of the jets collided with his plane, slicing it in two. The wreckage of his plane landed on I-4, approximately four miles north of Lakeland. Trooper Hagerty and other troopers had previously reported Navy aircraft buzzing the traffic control planes and vehicles on the highway. Trooper Hagerty had served with the Florida Highway Patrol for 13 years.",BIO Age 44 Tour 13 years Badge Not available INCIDENT DETAILS Cause Aircraft accident Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs,INCIDENT DETAILS Cause Aircraft accident,,,,,,,,
39,Brevard,70.0,Trooper Joseph Sawtell Jr. Memorial Highway,"That portion of Babcock Road (70012000) between Malabar Road and Palm Bay Road, in Brevard County, is designated as ""Trooper Joseph Sawtell Jr. Memorial Highway.""", ,HB0385,2019/07/01 05:00:00+00,2019.0,5.0,, ,, ,, ,39.0,4063.79329936,0.0,a5e59418-3ea9-4a4e-a7b8-a4e32319fa6e,4625.75479988257,,,Not Found,no,,Not Found,0.0,False,seq=6.9; last-mismatch:-4; le-missing:-50; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,Trooper Joseph Sawtell Jr.,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/11796-trooper-joseph-newton-sawtell-jr,"Trooper Joseph Newton Sawtell, Jr.",23.0,4 months,Not available,Automobile crash,,"JOSEPH NEWTON SAWTELL, JR. Trooper Sawtell was killed in an automobile accident in Melbourne when his cruiser was struck by a car that ran stop sign. Trooper Sawtell had served with the Florida Highway Patrol for 4 months.",BIO Age 23 Tour 4 months Badge Not available INCIDENT DETAILS Cause Automobile crash Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs,INCIDENT DETAILS Cause Automobile crash,,,,,,,,
41,Columbia,29.0,"Sergeant George A. Brown, III Memorial Highway","That portion of I-75 (29180000) between mile markers 418 and 423 in Columbia County is designated as the ""Sergeant George A. Brown, III Memorial Highway.""",l-75,HB0385,2019/07/01 05:00:00+00,2019.0,2.0,, ,, ,, ,41.0,8046.00846789,0.0,9c8d263c-b225-46e7-a535-cf8f4ac19f10,9330.87228487879,,,Not Found,no,,Not Found,2.0,False,seq=4.0; last-mismatch:-4; mil:+15; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,"Sergeant George A. Brown, III",https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/17293-sergeant-george-a-andy-brown-iii,"Sergeant George A. ""Andy"" Brown, III",55.0,33 years,271,Vehicular assault,Automobile,"GEORGE A. ""ANDY"" BROWN, III Sergeant George Brown was killed in an automobile accident while attempting to stop a vehicle, that was fleeing the scene of a crime, on County Road 341 in Columbia County. The driver of the vehicle intentionally slammed on his brakes, causing Sergeant Brown to take evasive action. Sergeant Brown's patrol car left the roadway and struck a tree. The driver of the vehicle he was attempting to stop was later arrested and charged with second degree murder. The suspect was convicted of second degree murder in connection with Sergeant Brown's murder and was sentenced to life in prison. Sergeant Brown was a U.S Marine Corps veteran of the Vietnam war and had served with the Florida Highway Patrol for 33 years. He is survived by his son, parents, and sister.",BIO Age 55 Tour 33 years Badge 271 Military Veteran INCIDENT DETAILS Cause Vehicular assault Weapon Automobile Offender Sentenced to life Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs,INCIDENT DETAILS Cause Vehicular assault Weapon Automobile Offender Sentenced to life,,,,,,,,
42,Miami-Dade,87.0,Trooper Bradley S. Glascock Memorial Highway,"That portion of S.R. 836 (87200000) between N.W. 12th Avenue and N.W. 27th Avenue in Miami-Dade County is designated as the ""Trooper Bradley S. Glascock Memorial Highway.""",SR-836,HB0385,2019/07/01 05:00:00+00,2019.0,6.0,, ,, ,, ,42.0,2593.38568603,0.0,151ffcb5-bdc3-42b6-a61f-233c9ae32cdb,2880.61945383903,,,Not Found,no,,Not Found,0.0,False,seq=8.0; last-mismatch:-4; le-missing:-50; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,Trooper Bradley S. Glascock,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/5487-trooper-bradley-steven-glascock,Trooper Bradley Steven Glascock,24.0,1 year,Not available,Gunfire,Handgun; .38 caliber,"BRADLEY STEVEN GLASCOCK Trooper Bradley Glascock was shot and killed when he made a traffic stop in Miami on a driver for failing to pay a ten-cent toll on the Dolphin Expressway (Route 836). The trooper and the civilian ""ride-along"", a 20-year-old college freshman, observed a vehicle stop several feet before the toll booth on the 836 Expressway. After Trooper Glascock pulled up behind the car, the driver pulled through the toll booth without paying. Trooper Glascock stopped the vehicle, and as he was getting out, the suspect began backing up. Trooper Glascock backed his vehicle up to avoid a collision. This happened several times, and at that point, Trooper Glascock told his ride-along that he intended to arrest the suspect. Trooper Glascock and the suspect both exited their vehicles and exchanged words. The suspect then fled back to his vehicle, where he retrieved a .38-caliber handgun and shot Trooper Glascock twice, killing him. The suspect then entered his vehicle. The ride-along unlocked the 12-gauge shotgun that was mounted in the patrol car, loaded it, and opened fire at the suspect. The suspect sped away, but not before the ride-along was able to fire four shots, wounding him. The ride-along then radioed for help. Trooper Glascock was transported to the hospital where he was pronounced dead. A massive manhunt ensued. Working with the description that the ride-along provided, along with a partial license plate of the suspect's vehicle, the police were able to identify the suspect. During the investigation, the suspect’s vehicle was recovered along with the 38-caliber Titen revolver used to kill the trooper. Roadblocks were set up all over Miami, and after two days, the suspect turned himself in because he was unable to get out of town. The 31-year-old suspect pled guilty to first-degree murder and was sentenced to life in prison. He was denied parole in 2011 and again in 2017. As of November 23, 2020, he was in prison. Trooper Glascock's murder spurred the state cabinet to buy bullet-resistant vests for all state troopers. Trooper Glascock had served with the Florida Highway Patrol for one year. He was survived by his parents, brother, and sister.","BIO Age 24 Tour 1 year Badge Not available INCIDENT DETAILS Cause Gunfire Weapon Handgun; .38 caliber Offender Sentenced to life Illegal Alien, Traffic Stop Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs",INCIDENT DETAILS Cause Gunfire Weapon Handgun; .38 caliber Offender Sentenced to life,,,,,,,,
45,Leon,55.0,Trooper William 'Bill' H. Dyer Memorial Interchange,"The interchange on I-10 (55320023) at U.S. 90/S.R. 10/Mahan Drive in Leon County is designated as the ""Trooper William 'Bill' H. Dyer Memorial Interchange.""", ,HB0385,2019/07/01 05:00:00+00,2019.0,3.0,, ,, ,, ,45.0,1274.51758474,0.0,06f81cbb-a4e6-420e-afac-e44b92dbb15a,1479.29283680129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Duval,72.0,Trooper Robert P. McDermon Memorial Highway,"That portion of U.S. 90 (72010000) between Yellow Water Road and Log Road in Duval County is designated as the ""Trooper Robert P. McDermon Memorial Highway.""",US-90,HB0385,2019/07/01 05:00:00+00,2019.0,2.0,, ,, ,, ,46.0,5241.4357183,0.0,3ab73a0c-b5b3-40f1-9269-041c9bbc417d,6067.46629470566,,,Not Found,no,,Not Found,0.0,False,no-candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,St. Johns,78.0,"Trooper Merle J. Cook, Trooper Robert L. Pruitt, Trooper Cleo L. Tomlinson, Jr. Memorial Highway","That portion of U.S. 1 (78010000) between S.R. 207 and the Matanzas River in St. Johns County is designated as the ""Trooper Merle J. Cook, Trooper Robert L. Pruitt, Trooper Cleo L. Tomlinson, Jr. Memorial Highway.""",US-1,HB0385,2019/07/01 05:00:00+00,2019.0,2.0,, ,, ,, ,51.0,6615.37313477,0.0,b8c6347d-12f3-4165-9b86-b8c5b6b7b1b8,7662.40922747729,,,Not Found,no,,Not Found,2.5,False,seq=6.5; last-mismatch:-4; le:+15; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,Trooper Merle J. Cook,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/3402-trooper-merle-j-cook,Trooper Merle J. Cook,44.0,10 years,Not available,Aircraft accident,,"MERLE J. COOK Trooper Merle Cook, Corporal Cleo Tomlinson, and Trooper Robert Pruitt were killed in an airplane accident while searching for two breaking-and-entering suspects in St. John's County. The suspects were charged with three counts of homicide in connection with the deaths of all three troopers. The primary burglary suspect was convicted of burglary and sentenced to 15 years in prison. He was released only to be sentenced to 6 years for cocaine sale in October of 2010, and he currently resides in the Florida State Prison System. Trooper Cook had served with the Florida Highway Patrol for 10 years. He was survived by his four sons, parents, and two nephews.","BIO Age 44 Tour 10 years Badge Not available INCIDENT DETAILS Cause Aircraft accident Aerial Search, Aircraft Accident Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs",INCIDENT DETAILS Cause Aircraft accident,,,,,,,,
51,St. Johns,78.0,"Trooper Merle J. Cook, Trooper Robert L. Pruitt, Trooper Cleo L. Tomlinson, Jr. Memorial Highway","That portion of U.S. 1 (78010000) between S.R. 207 and the Matanzas River in St. Johns County is designated as the ""Trooper Merle J. Cook, Trooper Robert L. Pruitt, Trooper Cleo L. Tomlinson, Jr. Memorial Highway.""",US-1,HB0385,2019/07/01 05:00:00+00,2019.0,2.0,, ,, ,, ,51.0,6615.37313477,0.0,b8c6347d-12f3-4165-9b86-b8c5b6b7b1b8,7662.40922747729,,,Not Found,no,,Not Found,2.5,False,seq=6.5; last-mismatch:-4; le:+15; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,Trooper Robert L. Pruitt,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/10880-trooper-robert-l-pruitt,Trooper Robert L. Pruitt,37.0,5 years,Not available,Aircraft accident,,"ROBERT L. PRUITT Trooper Robert Pruitt, Corporal Cleo Tomlinson, and Trooper Merle Cook were killed in an airplane accident while searching for two breaking and entering suspects in St. John's County. The suspects were charged with three counts of homicide in connection with the deaths of all three troopers. The primary burglary suspect was convicted of burglary and sentenced to 15 years in prison. He was released only to be sentenced to 6 years for cocaine sale in October of 2010 and he currently resides in the Florida State Prison System. Trooper Pruitt had served with the Florida Highway Patrol for 5 years. He was survived by his wife and two children.",BIO Age 37 Tour 5 years Badge Not available INCIDENT DETAILS Cause Aircraft accident Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs,INCIDENT DETAILS Cause Aircraft accident,,,,,,,,
53,Alachua,26.0,Sergeant William T. Bishop Memorial Highway,"That portion of I-75 (26260000) between mile markers 399 and 404 in Alachua County is designated as ""Sergeant William T. Bishop Memorial Highway.""",I-75,HB0385,2019/07/01 05:00:00+00,2019.0,2.0,, ,, ,, ,53.0,8042.78449177,0.0,5c2589a3-1f4f-4727-b5ba-141ad65df2f1,9305.56479273582,,,Not Found,no,,Not Found,2.0,False,seq=2.9; last-mismatch:-4; mil:+15; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Nassau,74.0,Fallen Hero Specialist Kelly J. Mixon Interchange,"That interchange on 1-95 at SR 200 in Nassau County is designated as ""Fallen Hero Specialist Kelly J. Mixon Interchange.""", ,HB0385,2019/07/01 05:00:00+00,2019.0,2.0,, ,, ,, ,55.0,876.091014747,0.0,b5d74ce5-427d-49d5-b7ee-c13746e4fa33,1022.15085357037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Jefferson,54.0,Sheriff David C. Hobbs Memorial Highway,"That portion of U.S. 19/S.R. 57 between Capps in Jefferson County and the northern Jefferson County line is designated as the ""Sheriff David C. Hobbs Memorial Highway.""",US-19,HB0385,2019/07/01 05:00:00+00,2019.0,3.0,, ,, ,, ,57.0,29098.5322825,0.0,74b12aec-23e5-44d4-815b-0fa883e37f27,33895.7181703596,,,Not Found,no,,Not Found,0.0,False,seq=17.6; le-missing:-50; fl-miss:-10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Manatee,13.0,"Sergeant John C. Baxter, Jr. Memorial Highway","That portion of U.S. 41 (13121000) between Tallevast Road in Manatee County and the Sarasota County line is designated as the ""Sergeant John C. Baxter, Jr. Memorial Highway.""",US-41,HB0385,2019/07/01 05:00:00+00,2019.0,1.0,, ,, ,, ,58.0,1657.15577025,0.0,2a2aeacf-f8c9-4f2d-bb42-b52f5d7c6ba6,1875.05323760363,,,Not Found,no,,Not Found,0.0,False,seq=10.8; mil-missing:-50; fl-miss:-10; county-miss:-8; pre1900:-35,,,,,,,,,,,"Sergeant John C. Baxter, Jr.",https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/1604-sergeant-john-c-baxter-jr,"Sergeant John C. Baxter, Jr.",57.0,25 years,Not available,Aircraft accident,,"JOHN C. BAXTER, JR. Sergeant Baxter was killed in an airplane crash while assisting the search for four armed robbery suspects in Manatee County. Sergeant Baxter had served with the Florida Highway Patrol for 25 years.",BIO Age 57 Tour 25 years Badge Not available INCIDENT DETAILS Cause Aircraft accident Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs,INCIDENT DETAILS Cause Aircraft accident,,,,,,,,
59,Dixie,30.0,Patrolman Royston E. Walker Memorial Highway,"That portion of U.S. 19 (30010000) between C.R. 351A and S.W. 307th Avenue in Dixie County is designated as the ""Patrolman Royston E. Walker Memorial Highway.""",US-19,HB0385,2019/07/01 05:00:00+00,2019.0,2.0,, ,, ,, ,59.0,3810.66370839,0.0,6ecaeccc-b2b8-4c5f-a88f-12d50cfdfd87,4384.30390466108,,,Not Found,no,,Not Found,0.0,False,seq=6.0; last-mismatch:-4; fl-miss:-10; county-miss:-8,,,,,,,,,,,Patrolman Royston E. Walker,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/17199-patrolman-royston-earl-walker-jr,"Patrolman Royston Earl Walker, Jr.",27.0,7 months,Not available,Gunfire,Handgun,"ROYSTON EARL WALKER, JR. Patrolman Walker was shot and killed after stopping a vehicle with faulty headlights in Cross City. Patrolman Walker stood on the running board of the suspect's car as he escorted the suspect vehicle to the Dixie County Jail. While en route, the driver shot Patrolman Walker seven times. Patrolman Walker returned fire, killing the suspect. Patrolman Walker died at the scene from his wounds. Patrolman Walker had served with the Florida State Road Department for seven months, and was survived by his wife.",BIO Age 27 Tour 7 months Badge Not available INCIDENT DETAILS Cause Gunfire Weapon Handgun Offender Shot and killed Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs,INCIDENT DETAILS Cause Gunfire Weapon Handgun Offender Shot and killed,,,,,,,,
60,Lee,12.0,Sergeant Daniel Hinton Memorial Highway,"That portion of I-75 (12075000) between mile markers 130 and 133 in Lee County is designated as ""Sergeant Daniel Hinton Memorial Highway.""",I-75,HB0385,2019/07/01 05:00:00+00,2019.0,1.0,, ,, ,, ,60.0,5905.77328224,0.0,9991c299-4801-4e17-a121-c6c141184278,6635.05803542509,,,Not Found,no,,Not Found,14.4,False,seq=7.4; last-mismatch:-4; mil:+15; fl-miss:-10; county:+8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Baker,27.0,"Trooper Sherman L. Scott, Jr. Memorial Highway","That portion of I-10 (27090000) between mile markers 327 and 332 in Baker County is designated as the ""Trooper Sherman L. Scott, Jr. Memorial Highway.""",I-10,HB0385,2019/07/01 05:00:00+00,2019.0,2.0,, ,, ,, ,62.0,8022.96126286,0.0,55f0b8d1-4b32-43bd-a9ec-e02f4c076f27,9285.20156142294,,,Not Found,no,,Not Found,5.7,False,seq=9.7; last-mismatch:-4; le:+15; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,"Trooper Sherman L. Scott, Jr.",https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/11947-trooper-sherman-lee-scott-jr,"Trooper Sherman Lee Scott, Jr.",25.0,3 years,Not available,Gunfire,Gun; Unknown type,"SHERMAN LEE SCOTT, JR. Trooper Sherman Scott was shot and killed during a traffic stop of a stolen vehicle on I-10 in Baker County at 7:30 am. The driver was arrested a short time later after running through a roadblock and leading officers on a high-speed pursuit. He was shot and killed when he attacked another trooper as he was being transported to jail. Trooper Scott had served with the Florida Highway Patrol for 3 years.","BIO Age 25 Tour 3 years Badge Not available INCIDENT DETAILS Cause Gunfire Weapon Gun; Unknown type Offender Shot and killed Stolen Vehicle, Traffic Stop Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs",INCIDENT DETAILS Cause Gunfire Weapon Gun; Unknown type Offender Shot and killed,,,,,,,,
63,Orange,75.0,Trooper Richard Howell Memorial Highway,"That portion of SR 441 (75010000) between Landstreet and Taft Vineland Road, in Orange County, is designated as ""Trooper Richard Howell Memorial Highway.""",SR-441,HB0385,2019/07/01 05:00:00+00,2019.0,5.0,, ,, ,, ,63.0,1622.6874622,0.0,d3a2b2fb-9c97-4b3e-a7ce-162d70c173b0,1854.10467274385,,,Not Found,no,,Not Found,0.0,False,seq=5.7; last-mismatch:-4; le-missing:-50; fl-miss:-10; county-miss:-8,,,,,,,,,,,Trooper Richard Howell,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/6762-trooper-richard-d-howell,Trooper Richard D. Howell,30.0,1 year,Not available,Vehicle pursuit,Not available,RICHARD D. HOWELL Trooper Howell was killed in an automobile accident during a pursuit in Orlando. Trooper Howell had served with the Florida Highway Patrol for 1 year.,BIO Age 30 Tour 1 year Badge Not available INCIDENT DETAILS Cause Vehicle pursuit Weapon Not available Offender Not available Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs,INCIDENT DETAILS Cause Vehicle pursuit Weapon Not available Offender Not available,,,,,,,,
