OBJECTID,MEMORIAL_N,DESCRIPTIO,YEAR,INCIDENT_YEAR,COUNTY,HIGHWAY,MAINTENANCE_DISTRICT,NAME,LOCATION,TITLE_69_STATUTE,LAW_COMMISSION_ITEM,HISTORICAL_NOTES,WORKING_DETAILS,NEVER_FORGOTTEN,MEMORIAL_CATEGORY,LAST_EDITED_USER,LAST_EDITED_DATE,HISTORICAL_NOTES_2,YORN,HISTORICAL_NOTES_3,HISTORICAL_NOTES_4,Shape__Length
58,Cliff Bogle Mem. Hwy,The section between SH 20 in Mayes County and SH 66 in Craig County.,2000,,Craig,SH 82,8,Cliff Bogle Memorial Highway,The section between SH 20 in Mayes County and SH 66 in Craig County. ,1635,"House Res. 2195, c. 120, § 1, Okla. Session Laws 2000; Commission Item 97‐E, 6‐5‐00.","Founder of the Town of Langley before statehood, and was instrumental in acquiring the first electric plant for the area.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.232539741771157
59,Coach Ray Troutt Memorial Highway,The section of SH 58 beginning at SH 45 extending north to US 64.,2012,,Alfalfa,SH 58,6,Coach Ray Troutt Memorial Highway,The section of SH 58 beginning at SH 45 extending north to US 64.,1698.118.,"House Bill 3108, c. 305, § 2, Okla. Session Laws 2012; Commission Item 92(I, b, 12), 7‐2‐12.",Legendary coach of 8‐man football. He coached 28 years at Helena‐Goltry before retiring in 1980.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.139854698464539
60,Coach Rick Gandy Memorial Highway,Beginning at Wildflower (Red Steele) Road in Carter County extending west to the eastern municipal limits of Ringling.,2013,,"Carter, Jefferson",US-70,7,Coach Rick Gandy Memorial Highway,Beginning at Wildflower (Red Steele) Road in Carter County extending west to the eastern municipal limits of Ringling.,1698.179.,"House Bill 1759, c. 270, § 20, Okla. Session Laws 2013; 
Commission Item 98(I, q), 7‐1‐13.","Ringling's football coach and  principal.  In 28 years under Gandy, the Blue Devils won 242 games and two state titles, 1989 & 2003.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0702417440923605
61,"Col Noble A Miller, USAF - WWII, Korea, and Vietnam Memorial Highway",A section of SH-31 beginning just east of the US-69 interchange extending east approximately 4.5 miles through the town of Krebs to Adamson Road.,2017,,Pittsburg,SH 31,2,"Col Noble A. Miller, USAF – WWII, Korea and Vietnam, Memorial Highway",A section of SH 31 beginning just east of the US-69 interchange extending east approximately 4.5 miles through the town of Krebs to Adamson Road.,1698.254.,"Laws 2017, HB 1149, c. 216, § 6, eff. November 1, 2017 Commission Item 129, 10-2-2017.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.054119731101027
62,Colonel Aaron C. Burley Burleson Memorial Highway,The section between County Roads NS206 and NS210.,2013,,Jackson,US 62,5,Colonel Aaron C. ""Burley"" Burleson Memorial Highway,The section between County Roads NS206 and NS210.,1698.182.,"House Bill 1759, c. 270, § 23, Okla. Session Laws 2013; 
Commission Item 98(I, p), 7‐1‐13.","Died August 29, 2011.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0693607134856481
63,Colonel Albert Hill Highway,A section of US 69 beginning at the Shawnee Bypass (US 62E) extending south to Okmulgee Street (US 62W) in Muskogee.,2007,,Muskogee,US 69,1,Colonel Albert Hill Highway,A section of US 69 beginning at the Shawnee Bypass (US 62E)  extending south to Okmulgee Street (US 62W) in Muskogee. ,1698.7.,"Senate Bill 533, c. 150, § 1, Okla. Session Laws 2007; Commission Item 106 (4, a), 7‐16‐07.","Served his country for 41 years before retiring from the U.S. Air Force on September 11, 1981.  During World War II, he had served as lead bombardier in missions over Europe, including a mission at Normandy on D‐Day, June 6, 1944.  He received the ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"Presidential Unit Citation, Silver Star, Distinguished Flying Cross, Air Medal with  13 Oak leaf Clusters, and the Purple Heart, European Campaign Medal, three Battle Stars, American Defense Service Medal, American Campaign Medal, and the World War II",1, Victory Medal.,,0.0146302528687184
64,"Colonel Harold D. Pinney, US Army Highway","The US 69 northbound lane only, from 100 yards south of 69 Business south of Eufaula to 100 yards north of the hospital exit in Eufaula.",2002,,McIntosh,US 69,1,"Colonel Harold D. Pinney, U. S. Army Highway","The US 69 northbound lanes only, from 100 yards south of US 69 Business south of Eufaula to 100 yards north of the hospital exit in Eufaula.",1644,"Senate Bill 1623, c. 205, § 2, Okla. Session Laws 2002; Commission Item 95‐A‐2, 6‐3‐02.",Served his country in the United States Army.,"Amended November 1, 2022. Approved in September 6, 2022 Commission Meeting. Used to read: The portion of State Highway 49 between Interstate 44 and the Wichita Mountains Wildlife Refuge. ",,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0561828311449321
65,Colonel John L. Hillman Parkway,The section from the southern city limits of Glenpool to Henryetta.,1997,,"Tulsa, Okmulgee",US 75,"8, 1",Colonel John L. Hillman Parkway,The section from the southern City limits of Glenpool to Henryetta.,,"S. J. Res. 8, Okla. Session Laws 1997, pg. 2831; Amending 69 O.S. 1991, § 1619; Commission Item 125‐A, 6‐2‐97.","He was a military hero in World War II and the Korean War and served outstandingly with the Oklahoma National Guard, 45th Infantry Division.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.396273012925897
66,Command Sergeant Major Bennie G. Adkins Highway,From US 70 in Jefferson County and extending north on US 81 to the municipal limits of Addington.,,,,,,,,,,,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,,,,0.0887162753852457
67,Congressman Bill K. Brewster Hwy,Beginning from SH 199 in Carter County extending to SH 32.,2003,,Love,US-77,7,Congressman Bill K. Brewster Highway,Beginning from SH 199 in Carter County extending to SH 32.,,"S. C. Res. 19, Okla. Session Laws 2003;  Commission Item 109‐D, 7‐7‐03.","Served in the Oklahoma Legislature from 1982 to 1990. Represented Oklahoma's Third Congressional District in the United States House of Representatives from 1991 to 1996, the third Congressman to represent the District in the past 48 years.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.270240123139242
68,COO-WEE-SCOO-WEE Parkway,A section of SH-88 beginning at US 169 and extending east to the Will Rogers Memorial Museum in Claremore.,1967,,Rogers,SH 88,8,Coo‐wee‐scoo‐wee Parkway,A section of SH-88 beginning at US 169 and extending east to the  Will Rogers Memorial Museum in Claremore.,1613,"S. J. Res. 23, Okla. Session Laws 1967, pg. 716;  ","Will Rogers was an author, actor, and elected United States Congressman‐at‐Large in 1932.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.183285358758464
69,Corporal Michael Eyre Thompson Memorial Highway,A section of US 70 beginning at the Bryan/Marshall County line and extending west then north to US 377 in Madill.,2010,,Marshall,US-70,2,Corporal Michael Eyre Thompson Memorial Highway,A section of US 70 beginning at the Bryan/Marshall County line and extending west then north to US 377 in Madill.,1698.72.,"Senate Bill 1713, c. 187, § 1, Okla. Session Laws 2010; Commission Item 73(h, 1), 6‐7‐10.","Corporal Thompson was killed on September 18, 2008, when the army helicopter he was in went down in Iraq.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.205942695933118
70,Cpl. Joshua Jerold Ware Memorial Highway,The section of US 64 between Roland City Limits and the Arkansas State Line.,2011,,Sequoyah,US 64,1,Cpl. Joshua Jerold Ware Memorial Highway,The section of US 64 between Roland City Limits and the Arkansas State Line.,1698.110.,"Senate Bill 11, c. 246, § 4, Okla. Session Laws 2011; Commission Item 92(a, 4), 7‐11‐11.","Killed on November 16, 2005, while serving his country in Iraq.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0292621611837039
71,Cullison Memorial Highway,Portion of SH 11 beginning at East 36th Street North extending north to East 96th Street North in Tulsa County.,2016,,Tulsa,SH 11,8,Cullison Memorial Highway,The portion of SH 11 beginning at East 36th Street North extending north to East 96th Street North.,1698.238.,"Laws 2016, HB 2268, c. 239, § 4, eff. November 1, 2016 Commission Item 159, 11-9-15",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0876128339955154
72,CW02 Steven Shephard Memorial Highway,The section of I-35 beginning at mile marker 100 (1.8 miles north of Johnson Road exit) extending south to the northern municipal limits of Purcell.,2009,,McClain,I‐35,3,CWO2 Steven Shephard Memorial Highway,The section of I-35 beginning at mile marker 100 (1.8 miles north of Johnson Road exit) extending south to the northern municipal limits of  Purcell. ,1698.44.,"House Bill 1913, c. 102, § 1, Okla. Session Laws 2009; Commission Item 94(c), 6‐22‐09.","Army Chief Warrant Officer 2nd Class Steven E. Shephard was killed June 27, 2005, when his helicopter crashed while serving his country in Iraq.  He was with the 3rd Battalion, 3rd Aviation Regiment, 3rd Infantry Division, Fort Bragg, North Carolina.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0122270635867657
73,CW2 Randy Lee Billings Memorial Highway,Section of US 59 Bypass (Cavanal Expressway) beginning at East Pleasant Valley Road extending north to the US 59 interchange in LeFlore County.,2016,,LeFlore,US 59,2,CW2 Randy Lee Billings Memorial Highway,A section of the US 59 Bypass (Cavanal Expressway) beginning at East Pleasant Valley Road extending north to the US-59 interchange.,1698.245.,"Laws 2016, HB 2268, c. 239, § 13, eff. November 1, 2016 Commission Item 159, 11-9-15",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0559658282951114
74,Dan P. Holmes Mem. Hwy,The section of SH-33 and US-412 between I-44 in Tulsa County and the Arkansas State Line at West Siloam Springs.,1984,,Eastern Oklahoma,"SH 33 &
US 412",8,Dan P. Holmes Memorial Highway,The section of SH-33 and US-412 between I‐44 in Tulsa County and the Arkansas State Line at West Siloam Springs.,,"Commission Item 30, 2‐6‐84.",He was a long-time highway booster and supporter of SH 33 and US 412.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,1.19821984343743
75,Danny Martinez Memorial Highway,From US 271/US270 Junction at Wister west to US 271/US 270 Junction at Caston,2007,,LeFlore,US 271 & US 270,2,Danny Martinez Memorial Highway,From US 271/US 270 Junction at Wister west to US 271/US 270 Junction at Caston.,1698.9.,"Senate Bill 533, c. 150, § 3, Okla. Session Laws 2007; Commission Item 106 (4, c), 7‐16‐07.","A Fort Smith Police Official was killed in the line of duty on March 23, 2007, in Fort Smith, Arkansas.  He had served as Police Chief in Wister, Oklahoma, and on the police force at Panama and Heavener, Oklahoma.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,0,,,0.109937792486661
76,David 'Rocky' Eales Mem. Highway,Beginning at the Indian Nation Turnpike and extending to US 69 McAlester.,2004,,Pittsburg,US 270,2,David 'Rocky' Eales Memorial Highway,Beginning at the Indian Nation Turnpike extending east to US 69 McAlester.,1660,"Senate Bill 1480, c. 412, § 2, Okla. Session Laws 2004; 
Commission Item 125 (B, 2), 7‐6‐04.",David 'Rocky' Eales was an Oklahoma Highway Patrol Trooper who was killed in the line of duty.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.106989767674529
77,Deputy Mike Roberts and Deputy Tim Lowry Memorial Highway,A section of SH 39 between the city limits of Asher in Pottawatomie County and Konawa in Seminole County.,2012,,"Pottawatomie, Seminole",SH 39,3,Deputy Mike Roberts and Deputy Tim Lowry Memorial Highway ,A section of SH 39 between the city limits of Asher in Pottawatomie County and Konawa in Seminole County.,1698.131.,"House Bill 3108, c. 305, § 15, Okla. Session Laws 2012;
 Commission Item 92(I, b, 4), 7‐2‐12","Died September 30, 2011, in the line of duty when their patrol car collided with a tractor-trailer on SH 39 in Pottawatomie County.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.175829440587893
78,Deputy Sheriff David Wade Memorial Highway,Section of US 777 beginning south of Mulhall and extending south to Guthrie in Logan County.,2017,,Logan,US 77,4,Deputy Sheriff David Wade Memorial Highway,A section of US 77  beginning south of Mulhall and extending south to Guthrie.,1698.266.,"Laws 2017, SB 166, c. 311, § 4, eff. November 1, 2017 Commission Item 129, 10-2-2017.           ",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.192682287641657
79,Destry Horton Mem. Highway,Through Rush Springs.,2006,,Grady,US 81 BUS.,7,Destry Horton Memorial Highway,Through Rush Springs.,1689,"Senate Bill 1074, c. 152, § 6, Okla. Session Laws 2006; Commission Item 99 (B, 3), 6‐5‐06.",A firefighter from Chickasha was killed while fighting a wildfire in 2006.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0414355037018157
80,Director Steven Stokes Memorial Highway,A section of I-35 begining at Kimberlin Road (2 miles north of the SH 19) extending south to the intersection of SH 29.,2013,,Garvin,I‐35,3,Director Steven Stokes Memorial Highway,A section of I-35 beginning  at Kimberlin Road (2 miles north of the SH 19) extending south to the intersection of SH 29. ,1698.163.,"House Bill 1759, c. 270, § 4, Okla. Session Laws 2013; Commission Item 98(I, f), 7‐1‐13.","Served as the Agency Director to head the Office of Disability Concerns.  He served under Governors Bellmon, Walters, Keating, Henry, and Fallin.  Died January 10, 2013.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.128535018015862
81,Flavel D. Perry Hwy,A section of US-77 between the north city limits of Ponca City and SH 11.,1980,,Kay,US 77,4,Flavel D. Perry Highway,A section of US-77 between the north city limits of Ponca City and SH 11. ,,"Commission Item 47, 3‐3‐80.",Served as a Kay County Commissioner for District 1 from 1963 to 1978.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0444544318587433
82,Fox Drive,Connecting street between US-81 and Vance Air Force Base south of Enid in Garfield County.,1951,,Garfield,Fox Dr.,4,Fox Drive,Connecting street between US-81 and Vance Air Force Base south of Enid in Garfield County.,,"Commission Item 525, 8‐6‐51.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.00273761482435307
83,Frank Phillips Boulevard,"A route along old US-60 beginning at SH-123 extending easterly to Madison Blvd. in Bartlesville. (Only a small section runs contiguous with existing US-60, majority along city streets.)",1951,,Washington,US-60,8,Frank Phillips Boulevard,"A route along old US-60 beginning at SH-123 extending easterly to Madison Blvd. in Bartlesville.  (Only a small section runs contiguous with existing US-60, majority along city streets.)",,"Commission Item 346, 6‐4‐51.","Founder of Phillips 66 Oil Company and an outstanding citizen of Oklahoma. Requested by Resolution from the Chamber of Commerce of Bartlesville, Oklahoma.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0857471811221469
84,Frank Phillips Memorial Highway,Between SH 11 and US 60.,1987,,Osage,SH 123,8,Frank Phillips Memorial Highway,Between SH 11 and US 60. ,,"Commission Item 164, 9‐8‐87.",Founder of Phillips 66 Oil Company and an outstanding Citizen of Oklahoma.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.280913687697396
85,Freedom Freeway,From I-40/I-35 Junction east to the Harrah/Newalla Road exit in Oklahoma City.,2007,,Oklahoma,I‐40,4,Freedom Freeway,From I‐40/I‐35 Junction east to the Harrah/Newalla Road exit in Oklahoma City.,1698.5.,"House Bill 1443, c. 101, § 1, Okla. Session Laws 2007;  Commission Item 106 (2, a), 7‐16‐07.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.129306275898704
86,Fren Holland Memorial Highway,All of Sh 25 in Ottawa County. (Begins at US 59 and extends west 4 miles to the Craig County Line.),2010,,Ottawa,SH 25,8,Fern Holland Memorial Highway,All of SH 25 in Ottawa County.  (Begins at US 59 and extends  west 4 miles to the Craig County line.) ,1698.66.,"House Bill 2621, c. 180, § 1, Okla. Session Laws 2010; Commission Item 73(b, 1), 6‐7‐10.","An American lawyer who was killed in Iraq while working for the Coalition Provisional Authority (CPA) in Iraq.  She attended high school in Miami, Oklahoma, and graduated from the University of Tulsa College of Law.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0722198867324967
87,George Nigh Expressway,Across Pittsburg County.,1986,,Pittsburg,US 69,2,George Nigh Expressway,Across Pittsburg County.,,"S. C. Res. 44, Okla. Session Laws 1986, pg. 1605; (Stipe) Commission Item 33, 2‐21‐86.   ","Served as an Oklahoma State Representative from 1951 to  1958 and introduced a bill that changed the Oklahoma State Song to what it is today.  He became the youngest Lieutenant Governor in the State's history in 1958 and was elected again in 1966, 1970,",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"and 1974. Served for nine days in 1963 as the 17th Governor of Oklahoma. Served as the 22nd Governor of Oklahoma from January 3, 1979, to 1986.",1,,,0.664301179637261
88,Gordon Cooper Expressway,The Shawnee Bypass.,1963,,Pottawatomie,US-270,3,"Gordon Cooper Expressway
","The Shawnee Bypass.
",,"Commission Item E‐156, 7‐1‐63.","A famous American astronaut who was born in Shawnee, Oklahoma, on March 6, 1927.  He received a Bachelor of Science degree in Aeronautical Engineering from the Air Force Institute of Technology; an Honorary Doctorate of Science from Oklahoma City",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,University in 1967; the Air Force Legion of Merit;  Air Force Distinguished Flying Cross; Air Force Cross Cluster; NASA Exceptional Service Medal; NASA Distinguished Service Medal; and USAF Command Astronaut Wings.  Colonel Cooper was the Command Pilot ,1,"for Mercury 9 and Gemini 5, and the first man to travel on an orbital mission twice.  He died on October 4, 2004.",,0.0222081065706375
89,Great Western Cattle Trail,The section between mile marker 45 and 55.,2013,,Washita,I‐40,5,Great Western Cattle Trail,The section between mile marker 45 and 55.,1698.166.,"House Bill 1759, c. 270, § 7, Okla. Session Laws 2013; Commission Item 98(I, o), 7‐1‐13.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.17311114985493
